sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2019512,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic to a known IP check service, which could indicate that a compromised host is communicating with an external command and control server, potentially exfiltrating data or receiving commands.",ext to int,,,,,,2,Malware,"The rule detects a benign DNS lookup to a public IP check service, which does not indicate a successful compromise.","tls,anomaly,policy,ipcheck"
2019598,Initial Access,Drive-by Compromise,T1189,Drive-by Compromise,T1189,"The rule indicates detection of a drive-by attack where a user is exposed to malicious content while browsing, which aligns with the Initial Access phase as it represents the method by which an attacker gains access to the victim's system.",ext to int,,,,,,6,Malware,"The rule indicates a potential successful compromise via a drive-by download, which can lead to malware installation on the client endpoint.","driveby,trojan,exploit,client,DriveBy**"
2019612,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit targeting vulnerabilities in web applications, indicating an attempt to gain initial access to a system through malicious HTTP requests.",int to ext,,,,,,8,Zero-Day Exploits,"The rule detects a potential successful compromise using an exploit kit, indicating active exploitation attempts against the network.","exploit,http,uri,suspicious"
2019613,Initial Access,Drive-by Compromise,T1189,Malicious File,T1203.002,"The rule detects the download of Office documents that may contain malicious macros, which is often a method used for initial access to systems.",ext to int,,,,,,4,Malware,The rule detects a potential malicious document download but does not confirm a successful compromise.,"document,macro,download,policy"
2019614,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects the download of an Office document that may contain an auto-executing macro, which is commonly used to exploit vulnerabilities and gain initial access to a system.",ext to int,,,,,,4,Malware,"The rule detects a specific file download that may contain a macro, indicating potential malware. However, it does not confirm a successful compromise.","document,macro,policy,anomaly"
2019615,Initial Access,Phishing,TA0011,Malicious Attachment,T1566.001,"The rule detects SMTP traffic containing a specific Office document with an AutoOpen macro, which is commonly used in phishing attacks to deliver malware through malicious attachments.",ext to int,,,,,,4,Malware,The rule detects a potential malicious document but does not confirm a successful compromise.,"document,macro,smtp,policy"
2019616,Initial Access,Phishing,TA0011,Malicious File,T1203,"The rule detects potential malicious documents containing macros sent via SMTP, which is a common method for initial access through phishing attacks.",ext to int,,,,,,3,Malware,The rule alerts on potentially malicious content in Office documents but does not indicate a successful compromise.,"macro,smtp,document,policy"
2019617,Initial Access,Phishing,TA0011,Malicious File,T1203,"The rule detects SMTP traffic containing potentially malicious Office documents that could exploit macros, indicating an initial access method through phishing.",ext to int,,,,,,4,Malware,"The rule detects potential anomalies related to Office documents containing macros which could be associated with malware. However, it does not indicate a successful compromise.","macro,document,smtp,anomaly"
2019618,Initial Access,Phishing,T1566,Spear Phishing Attachment,T1566.001,"The rule detects SMTP traffic containing a potentially malicious Office document with an auto-execute macro, which is commonly used in phishing attacks to gain initial access to a system.",ext to int,,,,,,4,Malware,"The rule detects potential delivery of a document containing macros, which could lead to malware execution, but does not confirm a successful compromise.","macro,document,smtp,anomaly"
2019619,Initial Access,Phishing,TA0011,Malicious File,T1203,The rule detects SMTP traffic containing potentially malicious Office documents that may exploit vulnerabilities to gain initial access to a target system.,ext to int,,,,,,3,Malware,"The rule detects a potential threat related to Office documents with macros, but does not indicate a successful compromise.","macro,smtp,anomaly,policy"
2019620,Initial Access,Phishing,TA0011,Malicious File,T1203,"The rule detects an Office document being transmitted via SMTP that may contain a macro, indicating a potential phishing attempt to gain initial access to the network.",ext to int,,,,,,4,Malware,The rule detects potentially malicious content in documents but does not confirm a successful compromise.,"macro,document,smtp,anomaly"
2019624,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit targeting vulnerabilities in SilverLight, indicative of an initial access attempt through a public-facing application.",int to ext,,,,,,8,Zero-Day Exploits,"The rule detects a potential successful exploit attempt against a known vulnerability in SilverLight, indicating a high likelihood of compromise.","exploit,http,uri,kit"
2019655,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic patterns indicative of exploit kits, which are commonly used to gain initial access to a system by exploiting vulnerabilities in public-facing applications.",ext to int,,,,,,8,Malware,"The rule detects traffic associated with an exploit kit, indicating a successful compromise attempt or exploitation of vulnerabilities.","exploit,kit,http,landing"
2019668,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects network traffic patterns indicative of the Nuclear Exploit Kit, which is designed to exploit vulnerabilities in client applications, primarily targeting vulnerable web browsers and plugins. This aligns with the Initial Access phase, as the exploit kit aims to gain unauthorized access to the client system.",ext to int,,,,,,7,Malware,"The rule indicates potential exploitation through a known exploit kit, which can lead to successful compromises if vulnerabilities are present.","exploit,nuclear,http,client,Exploit_Kit, Nuclear**"
2019669,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects an exploit kit (Nuclear) targeting vulnerabilities in client applications, indicating an attempt to gain initial access to the system through exploitation of a public-facing application.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects an exploit attempt from an external source targeting client systems, indicating a high likelihood of successful compromise if the exploit is successful.","exploit,nuclear,http,client,Exploit_Kit, Nuclear**"
2019707,Initial Access,Drive-by Compromise,T1189,Malicious JavaScript,T1071.001,"The rule detects attempts to exploit vulnerabilities in web browsers through VBScript and ShellExecute functions, which are commonly used in drive-by download attacks to achieve initial access.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects a potential exploitation technique targeting web client vulnerabilities, indicating a successful compromise risk, especially when correlated with other exploit signatures.","webclient,vbs,shellexecute,attempteduser,Web_Client_Attacks**"
2019715,Initial Access,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated VBScript content exploiting a known vulnerability (CVE-2014-6332), which indicates an attempt to evade detection mechanisms during the initial access phase.",ext to int,CVE-2014-6332,11/11/14 22:55,10,8.6,"OleAut32.dll in OLE in Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 allows remote attackers to execute arbitrary code via a crafted web site, as demonstrated by an array-redimensioning attempt that triggers improper handling of a size value in the SafeArrayDimen function, aka ""Windows OLE Automation Array Remote Code Execution Vulnerability.""",6,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2014-6332) in Internet Explorer that can lead to information disclosure, indicating a successful compromise of the client endpoint.","information,obfuscation,attempted-user,web-client,Web_Client_Attacks**"
2019730,Initial Access,Exploitation of Public-Facing Application,T1190,Exploitation of Vulnerability,T1203,"The rule detects potential exploitation of vulnerabilities in web browsers, specifically targeting JavaScript attacks that could lead to initial access through drive-by downloads or other exploit mechanisms.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects a potential memory corruption exploit targeting web browsers, which could lead to a successful compromise if exploited. It is not merely a detection of possible malicious activity but indicates an attempt to exploit a vulnerability.","memory,javascript,client,exploit,Web_Client_Attacks**"
2019737,Discovery,Reconnaissance,TA0043,Network Service Discovery,T1046,"The rule detects HTTP requests to a service that reveals external IP information, indicating potential reconnaissance activity by an attacker to gather information about the network environment.",int to ext,,,,,,2,Social Engineering,"The rule detects traffic to a known IP check service, which is not indicative of a successful compromise but rather potential reconnaissance or benign usage.","http,anomaly,policy,info"
2019746,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects Bitmessage activity over TCP, which is often used for command and control communication, indicating potential malicious behavior.",ext to int,,,,,,3,Malware,"The rule detects potential Bitmessage activity, which could indicate communication with a decentralized messaging platform. However, it does not confirm a successful compromise, warranting a lower impact score.","anomaly,information,policy,activity"
2019750,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation of Vulnerability,T1203,"The rule detects an attempt to exploit a vulnerability in the Samsung Galaxy Knox Android Browser, which aligns with the initial access phase where attackers try to gain entry into a system by exploiting weaknesses in client applications.",ext to int,,,,,,7,Remote Code Execution (RCE),"The rule detects an attempt to exploit a vulnerability in the Samsung Galaxy Knox Android Browser, indicating a successful compromise of client software could lead to remote code execution.","rce,webclient,exploit,vulnerability,Web_Client_Attacks**"
2019805,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP traffic indicative of a mobile malware check-in, which suggests the malware is communicating with its command and control server to exfiltrate data.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful command and control communication from a mobile malware, indicating a potential compromise of a mobile device.","mobile,trojan,c2,exfiltration,Android**"
2019807,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit targeting vulnerabilities in web applications, indicating an attempt to gain initial access to a network.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects traffic from an external source indicative of an exploit kit being used, suggesting a successful compromise or an attempt to deliver malware.","exploit,kit,http,landing"
2019821,Discovery,Network Discovery,T1046,Network Service Scanning,T1046.001,"The rule detects HTTP requests made by WinHttpRequest, which can be indicative of network service scanning or enumeration activities, commonly associated with the Discovery phase.",ext to int,,,,,,2,Malware,The rule detects a specific user agent associated with potential malware activity but does not indicate a successful compromise.,"anomaly,http,info,flowbits"
2019822,Initial Access,Execution,TA0002,User Execution,T1203,"The rule detects the downloading of executable files (EXE) via HTTP, which is a common method for initial access through user execution of malicious software.",ext to int,,,,,,4,Malware,The rule detects the downloading of executable files but does not confirm a successful compromise.,"download,exe,anomaly,http"
2019823,Initial Access,Execution,TA0002,User Execution,T1203,"The rule detects HTTP requests that likely indicate the use of an exploit kit, which typically aims to execute malicious payloads on victim systems. This aligns with the Initial Access phase as it involves the exploitation of vulnerabilities to run malicious code.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects a successful download of an executable file likely associated with an exploit kit, indicating a high likelihood of compromise.","exploit,download,http,kit"
2019834,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects the download of Microsoft Compact Office Document Format files, which can be used to exploit vulnerabilities in applications and gain initial access to a system.",ext to int,,,,,,3,Miscellaneous,The rule detects a potentially benign file download without evidence of a successful compromise. It focuses on anomalies that could indicate malicious activity but lacks definitive indicators of compromise.,"file,download,anomaly,info"
2019842,Initial Access,Exploitation of Public-Facing Application,T1190,Exploit Public-Facing Application,T1190,"The rule targets a known vulnerability (CVE-2014-6332) in Internet Explorer, which can be exploited to gain initial access to a client endpoint through malicious web content, fitting the initial access phase.",ext to int,CVE-2014-6332,11/11/14 22:55,10,8.6,"OleAut32.dll in OLE in Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 allows remote attackers to execute arbitrary code via a crafted web site, as demonstrated by an array-redimensioning attempt that triggers improper handling of a size value in the SafeArrayDimen function, aka ""Windows OLE Automation Array Remote Code Execution Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a specific exploit targeting a known vulnerability (CVE-2014-6332) in Internet Explorer, indicating a successful compromise attempt against client endpoints.","web,exploit,client,vbscript,Web_Client_Attacks**"
2019850,Initial Access,Drive-by Compromise,T1189,Malicious File Execution,T1203,"The rule detects a PDF file that may contain hidden embedded files, which is indicative of a drive-by download attack targeting web clients. This aligns with Initial Access as it aims to exploit vulnerabilities in client software to gain access to the system.",ext to int,,,,,,7,Malware,"The rule detects a potential successful compromise through the exploitation of vulnerabilities in web browsers, specifically targeting embedded files in PDFs, which could lead to malware execution.","web,client,pdf,embedded,Web_Client_Attacks**"
2019898,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects specific HTTP traffic patterns indicative of potential command and control communications, particularly through the use of a common tool (Wget) and a specific URI that may be used for malicious purposes.",int to ext,,,,,,3,Policy Violation,"The rule indicates an anomaly related to I2P traffic, which could suggest misuse of the network for privacy-focused activities. However, it does not indicate a successful compromise or a specific threat.","anomaly,http,policy,reseed"
2019914,Initial Access,External Remote Services,T1133,External Remote Services,T1133,"The rule detects HTTP requests to a specific WebDAV service, which could indicate an attempt to access external remote services for initial access, particularly if the service is being exploited or misused.",int to ext,,,,,,4,Advanced Persistent Threats (APTs),"The rule detects HTTP requests to a specific WebDAV service, which could indicate anomalous behavior but does not confirm a successful compromise.","http,anomaly,policy,cloud"
2019935,Initial Access,Drive-by Compromise,T1189,User Execution,T1203,"The rule detects HTTP requests for executable files (.exe) with a specific User-Agent associated with AutoIt, suggesting a potential malicious download initiated by user interaction, indicative of an initial access vector.",ext to int,,,,,,3,Miscellaneous,"The rule detects potential executable requests with an AutoIt user agent, which could indicate benign activity or potential misuse, but does not confirm a successful compromise.","http,anomaly,user_agent,request,AutoIt**"
2019959,Command and Control,Command and Control,TA0011,Exfiltration Over C2 Channel,T1041,"The rule detects command-and-control (C2) beacon traffic from mobile malware, indicating the presence of a C2 channel used to exfiltrate data.",int to ext,,,,,,8,Command and Control (C2),"The rule detects a successful command and control beacon from a compromised mobile device, indicating active malware communication with an external server.","c2,beacon,mobile,malware,c2**"
2019960,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a specific User-Agent associated with the CoolReaper malware, which targets mobile devices, indicating an initial compromise attempt through malicious mobile applications or links.",int to ext,,,,,,7,Malware,The rule detects a specific User-Agent associated with a known mobile malware (CoolReaper) that indicates a successful compromise of mobile devices.,"mobile,trojan,http,user-agent"
2019967,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit attempting to redirect users to a malicious Flash file, indicating an attempt to exploit vulnerabilities in a public-facing application to gain initial access.",int to ext,,,,,,7,Malware,"The rule detects an exploit kit redirect, indicating a successful compromise attempt via malicious Flash content.","exploit,redirector,http,flash"
2019980,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP traffic to an external IP address, specifically checking for a request to myexternalip.com, which can be indicative of an application layer command and control channel used by attackers to exfiltrate information or communicate with compromised systems.",ext to int,,,,,,2,Malware,The rule detects a benign external IP check which does not indicate a successful compromise.,"http,anomaly,external,check"
2019981,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known .onion domain, which is often associated with TOR usage. This behavior could indicate that the client is using TOR for Command and Control purposes, as malware may leverage TOR for communication.",int to ext,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate potential use of TOR for C2 purposes. However, it does not confirm a successful compromise, thus a lower impact score.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2019983,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known .onion domain, which may indicate the use of Tor for command and control purposes. This behavior could suggest that a client is compromised or attempting to bypass network security controls, making it relevant to the Command and Control phase.",int to ext,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which may indicate the use of TOR for potential C2 activity. However, it does not confirm a successful compromise, thus a lower impact score is assigned.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2019988,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries for I2P domains, which are often used for anonymizing traffic and facilitating command and control communications, indicative of potential malicious activity.",ext to int,,,,,,2,Malware,"The rule detects DNS queries for I2P domains, which may indicate potential malicious activity but does not confirm a successful compromise.","dns,anomaly,policy,i2p"
2020099,Initial Access,Execution,TA0002,Command and Scripting Interpreter,T1059,"The rule detects the exploitation of a vulnerability in Internet Explorer that allows an attacker to execute arbitrary code, indicating an initial access attempt through the execution of malicious commands.",ext to int,CVE-2012-4969,9/18/12 10:39,10,8.6,"Use-after-free vulnerability in the CMshtmlEd::Exec function in mshtml.dll in Microsoft Internet Explorer 6 through 9 allows remote attackers to execute arbitrary code via a crafted web site, as exploited in the wild in September 2012.",8,Advanced Persistent Threats (APTs),"The rule detects a successful exploitation of a known vulnerability (CVE-2012-4969) associated with the Metasploit framework, indicating a serious security incident that could lead to unauthorized access or control over client systems.","webclient,exploit,vulnerability,metasploit,Metasploit, Web_Client_Attacks**"
2020105,Discovery,Network Discovery,T1046,Network Service Discovery,T1018,"The rule detects HTTP requests aimed at checking for external IP addresses, which is indicative of a network discovery activity where an attacker may be trying to determine the external-facing services or configurations of a target.",ext to int,,,,,,3,Malware,"The rule detects a request for an external IP check, which could indicate reconnaissance but does not confirm a successful compromise.","http,anomaly,external,info"
2020106,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects HTTP requests to 'curlmyip.com', which could indicate an attempt to establish command and control by checking the external IP address, potentially signaling malicious activity.",int to ext,,,,,,2,Social Engineering,"The rule detects a potential IP check request to curlmyip.com, which is often used in benign contexts. It does not indicate a successful compromise, hence a low impact score.","ipcheck,http,anomaly,info"
2020107,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which is commonly associated with Tor and can indicate potential use of Tor for Command and Control activities, suggesting that the client may be compromised or engaging in unauthorized communication.",int to ext,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which may indicate the use of TOR for potential malicious activity. However, it does not confirm a successful compromise, leading to a lower impact score.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020108,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known .onion domain, which is often associated with TOR usage. This behavior can indicate potential command and control activity, as attackers may use TOR for stealthy communication.",int to ext,,,,,,3,Command and Control (C2),"The rule indicates a DNS query to a .onion domain, which could suggest potential use of TOR for C2. However, this does not confirm a successful compromise, thus a lower impact score is assigned.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020109,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The detection of DNS queries to .onion domains indicates potential initial access attempts via the Tor network, which can be used to bypass security controls and access external remote services.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which could indicate potential use of TOR for C2, but does not confirm a successful compromise.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020110,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often associated with Tor usage. This can indicate potential command and control activity, as attackers may use Tor for stealthy communication.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate potential use of TOR for C2, but does not confirm a successful compromise.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020111,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known .onion domain, which is often associated with TOR usage. TOR can be used for command and control purposes in malware operations, indicating potential malicious activity or policy violations.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries for .onion domains, which may indicate potential use of TOR for C2, but does not confirm a successful compromise.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020112,Command and Control,Command and Control,TA0011,Application Layer Protocol: Web Protocols,T1071,"The rule detects DNS queries to a known .onion domain, which may indicate the use of Tor for command and control purposes, suggesting potential malicious activity or policy violations.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which may indicate the use of TOR for potentially malicious purposes, but does not confirm a successful compromise.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020113,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are commonly used for anonymous communication and may indicate the presence of a Tor client potentially being used for command and control activities.",ext to int,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate use of TOR potentially for C2. However, it does not confirm a successful compromise or malicious activity, hence a lower impact score.","dns,anomaly,tor,proxy,DNS_Onion_Query**"
2020114,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which indicates potential use of the Tor network for Command and Control purposes. This behavior may suggest that a client is communicating with a Tor proxy, commonly associated with malicious activities.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a DNS query to a .onion domain, which may indicate TOR usage. While this could suggest potential malicious intent, it does not confirm a successful compromise, leading to a lower impact score.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020115,Command and Control,Command and Control,TA0011,Application Layer Protocol: DNS,T1071.001,"The rule detects DNS queries to .onion domains, which are commonly associated with Tor and can indicate potential use of Tor for Command and Control, especially if used by compromised clients.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a DNS query to a .onion domain, which may indicate the use of TOR for potential C2 communication. However, it does not confirm a successful compromise.","dns,onion,anomaly,policy,DNS_Onion_Query**"
2020116,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries for .onion domains, which are commonly associated with TOR usage. TOR can be utilized for Command and Control communications, making this detection relevant for identifying potential malicious activity or policy violations.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to .onion domains, which may indicate the use of TOR, but does not confirm a successful compromise. It requires further investigation to assess legitimacy.","dns,anomaly,tor,proxy,DNS_Onion_Query**"
2020117,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which is often associated with the use of the Tor network for covert communication, potentially indicating command and control activity.",int to ext,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which can indicate potential use of TOR for malicious purposes. However, it does not confirm a successful compromise, thus the impact score remains below 5.","dns,anomaly,tor,policy,DNS_Onion_Query**"
2020118,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known .onion domain, which can indicate the use of the Tor network for command and control purposes. This behavior may suggest that an asset is compromised and potentially communicating with external malicious actors.",int to ext,,,,,,3,Command and Control (C2),"The rule detects a DNS query to a known .onion domain, which may indicate potential use of TOR for C2 activities. However, it does not confirm a successful compromise.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020119,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The detection of DNS queries to .onion domains suggests potential use of TOR for Command and Control purposes, indicating that a client may be compromised and communicating with an external entity.",int to any,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which could indicate potential use of TOR for C2. However, it does not confirm a successful compromise, thus the score remains low.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020120,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which is commonly associated with Tor usage. This behavior can indicate potential command and control activity, as attackers may use Tor to communicate with compromised systems while evading detection.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate potential misuse of TOR for C2. However, it does not confirm a successful compromise, thus a lower impact score.","dns,anomaly,tor,policy,DNS_Onion_Query**"
2020121,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which suggests potential use of the Tor network for communication, commonly associated with command and control activities.",int to any,,,,,,3,Command and Control (C2),"The rule detects a DNS query to a .onion domain, which may indicate potential use of TOR for C2, but does not confirm a successful compromise.","dns,anomaly,tor,policy,DNS_Onion_Query**"
2020122,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The detection of DNS queries to .onion domains suggests potential use of the Tor network for Command and Control, which is a common tactic used by attackers to communicate with compromised systems while evading detection.",int to ext,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which may indicate potential use of TOR for C2 purposes. However, it does not confirm a successful compromise.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020123,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known .onion domain, which may indicate the use of Tor for command and control purposes. This behavior could suggest that a client asset is compromised and potentially communicating with a malicious actor.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which may indicate the use of TOR for potentially malicious purposes. However, the rule does not confirm a successful compromise, hence a lower impact score.","dns,anomaly,tor,proxy,DNS_Onion_Query**"
2020124,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which indicates potential use of Tor for command and control purposes. This behavior can suggest that a client may be compromised and leveraging Tor for malicious activities, warranting further investigation.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which could indicate the use of TOR for C2. However, it does not confirm a successful compromise, hence a lower impact score.","dns,anomaly,tor,policy,DNS_Onion_Query**"
2020126,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries for a .onion domain, which is associated with Tor and can indicate potential use of Tor for command and control activities. This aligns with the Command and Control phase, as attackers may use Tor to obscure their communications.",ext to int,,,,,,3,Command and Control (C2),"The rule indicates a DNS query to a .onion domain, which may suggest TOR usage. While this can be associated with malicious activity, it does not confirm a successful compromise. Thus, the impact score remains low.","dns,tor,anomaly,proxy,DNS_Onion_Query**"
2020127,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are commonly used for accessing services on the Tor network. This behavior may indicate potential use of Tor for command and control purposes, as attackers often leverage Tor to communicate with compromised systems while evading detection.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which may indicate potential TOR usage. However, it does not confirm a successful compromise, thus a lower impact score.","dns,anomaly,tor,policy,DNS_Onion_Query**"
2020128,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often associated with Tor usage. This behavior can indicate potential use of Tor as a command and control channel for malware, thus aligning with the Command and Control tactic.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, indicating potential use of TOR, which may be against policy but does not confirm a successful compromise.","dns,anomaly,tor,proxy,DNS_Onion_Query**"
2020129,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are commonly associated with Tor and can indicate potential command and control activities. This behavior warrants investigation as it may suggest that a client is using Tor for unauthorized communication.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate potential use of TOR for C2. However, it does not confirm a successful compromise.","dns,anomaly,tor,policy,DNS_Onion_Query**"
2020130,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often used for accessing services on the Tor network. This behavior may indicate the use of Tor for command and control purposes, making it relevant for identifying potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate potential use of TOR for anonymity. However, it does not confirm a successful compromise and should be evaluated in conjunction with other indicators.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2020131,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known .onion domain, which may indicate the use of the Tor network for command and control purposes. This behavior can suggest that a compromised asset is utilizing Tor to communicate with an external attacker.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate potential use of TOR for C2, but does not confirm a successful compromise.","dns,tor,anomaly,proxy,DNS_Onion_Query**"
2020132,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The detection of DNS queries to .onion domains indicates potential use of TOR for command and control, which is commonly associated with malicious activity, warranting further investigation.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which could indicate potential use of TOR for C2. However, it does not confirm a successful compromise.","dns,anomaly,tor,proxy,DNS_Onion_Query**"
2020133,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are commonly associated with Tor usage. This behavior may indicate a potential command and control channel, as attackers often leverage Tor for covert communication.",ext to int,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate potential use of Tor for C2. However, it does not confirm a successful compromise, thus the impact score is lower.","dns,anomaly,tor,policy,DNS_Onion_Query**"
